Gender,Age,Water (L),Energy (kcal) Min,Energy (kcal) Max,Carbohydrate (g),Protein (g),Fiber (g),Added Sugar (low max),Added Sugar (high max),Sugar (g),Fat (low max),Fat (high max),Fat (g),Saturated Fat (low max),Saturated Fat (high max),Sodium (mg/d),Vit A (mg/d),Vit C (mg/d),Vit D (mg/d),Vit E (mg/d),Calcium (mg/d),Iron (mg/d),Magnesium (mg/d),Folate (mg/d)
Male,65,3.7,2000,2400,130,56,30,50,60,60,44,93,93,22,27,1300,625,75,15,12,1000,8,420,320
Male,66,3.7,2000,2400,130,56,30,50,60,60,44,93,93,22,27,1300,625,75,15,12,1000,8,420,320
Male,67,3.7,2000,2400,130,56,30,50,60,60,44,93,93,22,27,1300,625,75,15,12,1000,8,420,320
Male,68,3.7,2000,2400,130,56,30,50,60,60,44,93,93,22,27,1300,625,75,15,12,1000,8,420,320
Male,69,3.7,2000,2400,130,56,30,50,60,60,44,93,93,22,27,1300,625,75,15,12,1000,8,420,320
Male,70,3.7,2000,2200,130,56,30,50,55,55,44,86,86,22,24,1200,625,75,20,12,1200,8,420,320
Male,71,3.7,2000,2200,130,56,30,50,55,55,44,86,86,22,24,1200,625,75,20,12,1200,8,420,320
Male,72,3.7,2000,2200,130,56,30,50,55,55,44,86,86,22,24,1200,625,75,20,12,1200,8,420,320
Male,73,3.7,2000,2200,130,56,30,50,55,55,44,86,86,22,24,1200,625,75,20,12,1200,8,420,320
Male,74,3.7,2000,2200,130,56,30,50,55,55,44,86,86,22,24,1200,625,75,20,12,1200,8,420,320
Male,75,3.7,2000,2200,130,56,30,50,55,55,44,86,86,22,24,1200,625,75,20,12,1200,8,420,320
Male,76,3.7,2000,2200,130,56,30,50,55,55,44,86,86,22,24,1200,625,75,20,12,1200,8,420,320
Female,1,1.3,1000,1400,130,13,19,25,35,35,22,54,54,11,16,1000,210,13,15,5,700,7,80,120
Female,2,1.3,1000,1400,130,13,19,25,35,35,22,54,54,11,16,1000,210,13,15,5,700,7,80,120
Female,3,1.3,1000,1400,130,13,19,25,35,35,22,54,54,11,16,1000,210,13,15,5,700,7,80,120
Female,4,1.7,1400,1600,130,19,25,35,40,40,31,62,62,16,18,1200,275,22,15,6,1000,10,130,160
Female,5,1.7,1400,1600,130,19,25,35,40,40,31,62,62,16,18,1200,275,22,15,6,1000,10,130,160
Female,6,1.7,1400,1600,130,19,25,35,40,40,31,62,62,16,18,1200,275,22,15,6,1000,10,130,160
Female,7,1.7,1400,1600,130,19,25,35,40,40,31,62,62,16,18,1200,275,22,15,6,1000,10,130,160
Female,8,1.7,1400,1600,130,19,25,35,40,40,31,62,62,16,18,1200,275,22,15,6,1000,10,130,160
Female,9,2.1,1400,2000,130,34,26,35,50,50,31,78,78,16,22,1500,420,39,15,9,1300,8,240,250
Female,10,2.1,1400,2000,130,34,26,35,50,50,31,78,78,16,22,1500,420,39,15,9,1300,8,240,250
Female,11,2.1,1400,2000,130,34,26,35,50,50,31,78,78,16,22,1500,420,39,15,9,1300,8,240,250
Female,12,2.1,1400,2000,130,34,26,35,50,50,31,78,78,16,22,1500,420,39,15,9,1300,8,240,250
Female,13,2.1,1400,2000,130,34,26,35,50,50,31,78,78,16,22,1500,420,39,15,9,1300,8,240,250
Female,14,2.3,1800,2000,130,46,26,45,50,50,40,78,78,20,22,1500,485,56,15,12,1300,15,360,330
Female,15,2.3,1800,2000,130,46,26,45,50,50,40,78,78,20,22,1500,485,56,15,12,1300,15,360,330
Female,16,2.3,1800,2000,130,46,26,45,50,50,40,78,78,20,22,1500,485,56,15,12,1300,15,360,330
Female,17,2.3,1800,2000,130,46,26,45,50,50,40,78,78,20,22,1500,485,56,15,12,1300,15,360,330
Female,18,2.3,1800,2000,130,46,26,45,50,50,40,78,78,20,22,1500,485,56,15,12,1300,15,360,330
Female,19,2.7,2000,2200,130,46,25,50,55,55,44,86,86,22,24,1500,500,60,15,12,1000,18,310,320
Female,20,2.7,2000,2200,130,46,25,50,55,55,44,86,86,22,24,1500,500,60,15,12,1000,18,310,320
Female,21,2.7,2000,2200,130,46,25,50,55,55,44,86,86,22,24,1500,500,60,15,12,1000,18,310,320
Female,22,2.7,2000,2200,130,46,25,50,55,55,44,86,86,22,24,1500,500,60,15,12,1000,18,310,320
Female,23,2.7,2000,2200,130,46,25,50,55,55,44,86,86,22,24,1500,500,60,15,12,1000,18,310,320
Female,24,2.7,2000,2200,130,46,25,50,55,55,44,86,86,22,24,1500,500,60,15,12,1000,18,310,320
Female,25,2.7,2000,2200,130,46,25,50,55,55,44,86,86,22,24,1500,500,60,15,12,1000,18,310,320
Female,26,2.7,2000,2200,130,46,25,50,55,55,44,86,86,22,24,1500,500,60,15,12,1000,18,310,320
Female,27,2.7,2000,2200,130,46,25,50,55,55,44,86,86,22,24,1500,500,60,15,12,1000,18,310,320
Female,28,2.7,2000,2200,130,46,25,50,55,55,44,86,86,22,24,1500,500,60,15,12,1000,18,310,320
Female,29,2.7,2000,2200,130,46,25,50,55,55,44,86,86,22,24,1500,500,60,15,12,1000,18,310,320
Female,30,2.7,2000,2200,130,46,25,50,55,55,44,86,86,22,24,1500,500,60,15,12,1000,18,310,320
Female,31,2.7,1800,2000,130,46,25,45,50,50,40,78,78,20,22,1500,500,60,15,12,1000,18,320,320
Female,32,2.7,1800,2000,130,46,25,45,50,50,40,78,78,20,22,1500,500,60,15,12,1000,18,320,320
Female,33,2.7,1800,2000,130,46,25,45,50,50,40,78,78,20,22,1500,500,60,15,12,1000,18,320,320
Female,34,2.7,1800,2000,130,46,25,45,50,50,40,78,78,20,22,1500,500,60,15,12,1000,18,320,320
Female,35,2.7,1800,2000,130,46,25,45,50,50,40,78,78,20,22,1500,500,60,15,12,1000,18,320,320
Female,36,2.7,1800,2000,130,46,25,45,50,50,40,78,78,20,22,1500,500,60,15,12,1000,18,320,320
Female,37,2.7,1800,2000,130,46,25,45,50,50,40,78,78,20,22,1500,500,60,15,12,1000,18,320,320
Female,38,2.7,1800,2000,130,46,25,45,50,50,40,78,78,20,22,1500,500,60,15,12,1000,18,320,320
Female,39,2.7,1800,2000,130,46,25,45,50,50,40,78,78,20,22,1500,500,60,15,12,1000,18,320,320
Female,40,2.7,1800,2000,130,46,25,45,50,50,40,78,78,20,22,1500,500,60,15,12,1000,18,320,320
Female,41,2.7,1800,2000,130,46,25,45,50,50,40,78,78,20,22,1500,500,60,15,12,1000,18,320,320
Female,42,2.7,1800,2000,130,46,25,45,50,50,40,78,78,20,22,1500,500,60,15,12,1000,18,320,320
Female,43,2.7,1800,2000,130,46,25,45,50,50,40,78,78,20,22,1500,500,60,15,12,1000,18,320,320
Female,44,2.7,1800,2000,130,46,25,45,50,50,40,78,78,20,22,1500,500,60,15,12,1000,18,320,320
Female,45,2.7,1800,2000,130,46,25,45,50,50,40,78,78,20,22,1500,500,60,15,12,1000,18,320,320
Female,46,2.7,1800,2000,130,46,25,45,50,50,40,78,78,20,22,1500,500,60,15,12,1000,18,320,320
Female,47,2.7,1800,2000,130,46,25,45,50,50,40,78,78,20,22,1500,500,60,15,12,1000,18,320,320
Female,48,2.7,1800,2000,130,46,25,45,50,50,40,78,78,20,22,1500,500,60,15,12,1000,18,320,320
Female,49,2.7,1800,2000,130,46,25,45,50,50,40,78,78,20,22,1500,500,60,15,12,1000,18,320,320
Female,50,2.7,1800,2000,130,46,25,45,50,50,40,78,78,20,22,1500,500,60,15,12,1000,18,320,320
Female,51,2.7,1600,1800,130,46,21,40,45,45,36,70,70,18,20,1300,500,60,15,12,1200,8,320,320
Female,52,2.7,1600,1800,130,46,21,40,45,45,36,70,70,18,20,1300,500,60,15,12,1200,8,320,320
Female,53,2.7,1600,1800,130,46,21,40,45,45,36,70,70,18,20,1300,500,60,15,12,1200,8,320,320
Female,54,2.7,1600,1800,130,46,21,40,45,45,36,70,70,18,20,1300,500,60,15,12,1200,8,320,320
Female,55,2.7,1600,1800,130,46,21,40,45,45,36,70,70,18,20,1300,500,60,15,12,1200,8,320,320
Female,56,2.7,1600,1800,130,46,21,40,45,45,36,70,70,18,20,1300,500,60,15,12,1200,8,320,320
Female,57,2.7,1600,1800,130,46,21,40,45,45,36,70,70,18,20,1300,500,60,15,12,1200,8,320,320
Female,58,2.7,1600,1800,130,46,21,40,45,45,36,70,70,18,20,1300,500,60,15,12,1200,8,320,320
Female,59,2.7,1600,1800,130,46,21,40,45,45,36,70,70,18,20,1300,500,60,15,12,1200,8,320,320
Female,60,2.7,1600,1800,130,46,21,40,45,45,36,70,70,18,20,1300,500,60,15,12,1200,8,320,320
Female,61,2.7,1600,1800,130,46,21,40,45,45,36,70,70,18,20,1300,500,60,15,12,1200,8,320,320
Female,62,2.7,1600,1800,130,46,21,40,45,45,36,70,70,18,20,1300,500,60,15,12,1200,8,320,320
Female,63,2.7,1600,1800,130,46,21,40,45,45,36,70,70,18,20,1300,500,60,15,12,1200,8,320,320
Female,64,2.7,1600,1800,130,46,21,40,45,45,36,70,70,18,20,1300,500,60,15,12,1200,8,320,320
Female,65,2.7,1600,1800,130,46,21,40,45,45,36,70,70,18,20,1300,500,60,15,12,1200,8,320,320
Female,66,2.7,1600,1800,130,46,21,40,45,45,36,70,70,18,20,1300,500,60,15,12,1200,8,320,320
Female,67,2.7,1600,1800,130,46,21,40,45,45,36,70,70,18,20,1300,500,60,15,12,1200,8,320,320
Female,68,2.7,1600,1800,130,46,21,40,45,45,36,70,70,18,20,1300,500,60,15,12,1200,8,320,320
Female,69,2.7,1600,1800,130,46,21,40,45,45,36,70,70,18,20,1300,500,60,15,12,1200,8,320,320
Female,70,2.7,1600,1800,130,46,21,40,45,45,36,70,70,18,20,1200,500,60,20,12,1200,8,320,320
Female,71,2.7,1600,1800,130,46,21,40,45,45,36,70,70,18,20,1200,500,60,20,12,1200,8,320,320
Female,72,2.7,1600,1800,130,46,21,40,45,45,36,70,70,18,20,1200,500,60,20,12,1200,8,320,320
Female,73,2.7,1600,1800,130,46,21,40,45,45,36,70,70,18,20,1200,500,60,20,12,1200,8,320,320
Female,74,2.7,1600,1800,130,46,21,40,45,45,36,70,70,18,20,1200,500,60,20,12,1200,8,320,320
Female,75,2.7,1600,1800,130,46,21,40,45,45,36,70,70,18,20,1200,500,60,20,12,1200,8,320,320
Female,76,2.7,1600,1800,130,46,21,40,45,45,36,70,70,18,20,1200,500,60,20,12,1200,8,320,320
